Id,Category,Title,Description
582,3,"To better compete with Netflix, Blockbuster is dropping its late &lt;b&gt;...&lt;/b&gt;",The movie-rental company said Tuesday it will drop late fees for games and movies starting Jan. 1 - a positive move as seen by customers at the Blockbuster on Westheimer in Montrose.
583,3,"Optus, Vodafone Australia to Share Wireless Network (Correct)","SingTel Optus Ltd. and Vodafone Australia will share a high-speed wireless phone network, matching a similar alliance between their main rivals."
584,4,Moon to cast red glow; could it be an omen?,"Mother Nature will offer a special treat this evening: a blood-red moon, just in time for Halloween. A total lunar eclipse, the last visible in North America until 2007, will begin tonight at 8:06 and continue until about 2 am Thursday."
585,4,IBM Adds Downtime Safety To WebSphere,IBM has added a new feature to WebSphere Application Server designed to help safeguard Internet business applications against outages.
586,1,Annan to Urge World Leaders to Respect Human Life," UNITED NATIONS (Reuters) - U.N. Secretary-General Kofi  Annan intends to tell world leaders on Tuesday to respect human  life, whether civilians or prisoners of war in Iraq, villagers  in Sudan or children in northern Uganda or Russia."
587,1,French court to rule on Sikh boys,A French court will rule on whether a new law bans three Sikh boys from wearing the under-turban to school.
588,3,News deal paves way for move,GLOBAL media giant News Corp succumbed to intense institutional pressure yesterday and agreed to retain its full foreign listing on the Australian Stock Exchange if shareholders approved the company #39;s proposal to shift to the United States.
589,2,Over Before It Started,No. 14 Broadneck waited through a three-day postponement for the conclusion of its 30-0 win over Arundel.
590,2,Desperate apologies for a naked promo,Eagles owner Jeff Lurie after Monday night #39;s game said he had no problem with ABC-TV #39;s controversial pregame tease featuring Terrell Owens and naked actress Nicolette Sheridan in the Eagles locker room.
591,1,Afghan vote: Karzai  #39;clear winner #39;,"KABUL, Afghanistan -- With the counting effectively  quot;over and done, quot; incumbent Hamid Karzai is the clear winner in Afghanistan #39;s presidential election, a senior official has said."
592,4,Search Engine Forums Spotlight,Links to this week's topics from search engine forums across the web: Filthy Linking Rich - Google Releases Desktop Search - Exit Page Statistics Query - 'Industrial Strength White Hat' Cloaking Questions - Content for Adwords - RSS Feeds as a Search Engine Marketing Tool
593,1,Maoist rebel blockade begins to pinch Nepal capital (Reuters),Reuters - Maoist rebels kept vehicles off roads leading to Nepal's capital for a second day on Thursday and residents said fuel was being rationed and food prices had begun to rise.
594,4,"You, Too, Can Assassinate Kennedy","Detractors are horrified, but the developer of a video game that lets players simulate the assassination of President Kennedy says the point is to bolster the lone-gunman theory and debunk the conspiracy theorists."
595,3,UPS Eyes China Domestic Service," HONG KONG (Reuters) - United Parcel Service Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UPS.N target=/stocks/quickinfo/fullquote""&gt;UPS.N&lt;/A&gt;,  the world's largest package delivery firm, said on Friday that  it is evaluating China's domestic express market but is  concerned about the country's proposed postal legislation."
596,4,Europe Approaches Moon,"Europe #39;s first mission to the Moon, the unmanned exploratory probe SMART-1, has been safely placed in lunar orbit after a voyage of more than 13 months, the European Space Agency (ESA) announced on Tuesday."
597,4,Macromedia readies Captivate for demos and simulations,"Macromedia on Monday is announcing Captivate, formerly known as RoboDemo, for recording onscreen activity and building software demonstrations and interactive simulations."
598,3,Indonesia supports OPEC leaving quotas unchanged,": Indonesia will support the Organization of Petroleum Exporting Countries (OPEC) if it decides at its Dec. 10 meeting to leave its output quota unchanged, Iin Arifin Takhyan, Director General of Oil and Gas said."
599,4,Tremors rock earth deep beneath San Andreas Fault,"Mysterious tremors deep beneath the San Andreas Fault near the quake-prone town of Parkfield are shaking the earth #39;s brittle crust, far below the region where earthquakes normally strike -- and scientists say they can #39;t understand what #39;s happening or what "
600,3,Partners said to support Lazard IPO,"Memo says offering has support, muting talk that some fear IPO will give bank head too much power. LONDON (Reuters) - Head of Lazard Bruce Wasserstein has  quot;near unanimous support quot; from the working partners "
601,4,Water-methane link strengthen life-on-Mars clues,"The European Space Agency(ESA) says it has found concentrations of water vapour and the gas methane in the same places on Mars, which strengthen speculation that the Red Planet could be a haven for microbial life."
602,3,Cracks in the first family of business,"That there are problems between the Ambani brothers is not news, but Mukesh Ambanis admission that there could be a change in the equity pattern of the Reliance group caused the share prices of Reliance companies to drift downwards."
603,4,UTStarCom to put cell networks on IP,Network infrastructure maker UTStarCom Inc. says it has figured out a way to keep local cell phone calls local -- even over enterprise LANs.
604,2,Dope-tainted lifters banned for life by IOA,THE INDIAN Olympic Association on Wednesday slapped life bans on tainted weightlifters Pratima Kumari and Sanamacha Chanu who were caught cheating at the Athens Olympics.
605,3,British Gas bills to rise,"The energy provider said household gas bills would rise by 12.4 per cent and electricity by 9.4 per cent from September 20. The company blamed the increases on the record price of wholesale gas, which also impacts on the cost of producing electricity."
606,2,Hill sits out with bruised right shin,"Grant Hill missed a game for the first time in this season Friday night, a precautionary move because of a badly bruised right shin."
607,2,Boston Prepares For Red Sox Parade,Boston Police Commissioner Kathleen O #39;Toole said officials chose not to hold a rally for the Red Sox on City Hall Plaza because of fears that it could create a  quot;dangerous situation.
608,4,"IBM inks \$972M voice, data deal with Lloyds","LONDON -- IBM said Monday that it won a 500 million (\$972 million), seven-year services contract to help move U.K. bank Lloyds TBS from its traditional voice infrastructure to a converged voice and data network."
609,3,Brazilians Hot For Broadband,"Betting on strong demand for high-speed internet access in the next few years, Brazilian phone companies are rushing to set up for a broadband boom."
610,4,IBM grabs content management company,Big Blue plans to acquire Venetica to fill out its lineup of software for accessing business documents.
611,2,Glazer bid foundered on control condition,Cubic Expression #39;s main objection to the Glazer family #39;s 300p-per-share bid for its 29 per cent stake in Manchester United was that the bid was not unconditional.
612,4,Sony Plans Portable Blu-ray Disc Drives,"Sony and blue-laser diode maker Nichia have developed a component that they say is vital to realizing support for Blu-ray Disc and DVD discs in portable devices, they announced this week."
613,4,New Vaginal Gel May Protect Women From HIV,"By LAURAN NEERGAARD    WASHINGTON (AP) -- A chemical specially designed to thwart how the AIDS virus invades during sex offers scientists a new lead in the long quest for a vaginal gel that women could apply to protect themselves when men don't use a condom.    The experimental drug isn't ready for human testing yet, but it provided potent protection to female monkeys exposed to large amounts of an AIDS virus, researchers reported Thursday in the journal Science..."
614,2,Introduction of new owner expected,"Mark L. Attanasio is 46 years old. He was born in the Bronx, NY, lives in Los Angeles and made a fortune in investment banking. And he is about to buy a baseball team."
615,2,Pro football: Eagles survive toughest test yet,"After five double-digit victories in which they never trailed in the second half, the Eagles needed overtime to beat the Cleveland Browns 34-31 on Sunday."
616,2,I #39;ll be No.1 - Owen,Michael Owen is confident that he will be a success at Real Madrid following his 8m move from Liverpool. 
617,1,Iran  #39;To Ignore Nuclear Freeze Demand #39;,Lawmakers called on the government today to ignore demands from the UN nuclear watchdog agency that Iran freeze all uranium enrichment work.
618,3,"UPDATE: NZ Vector To Buy NGC Stake For NZ\$877M, Eyes IPO","WELLINGTON (Dow Jones)--New Zealand #39;s biggest electricity lines network company, Vector Ltd., will launch a NZ\$1.33 billion takeover bid for NGC Holdings Ltd."
619,3,Coca-Cola exec to lead Starwood Hotels,"The former president of the Coca-Cola Co. was named Tuesday chief executive of Starwood Hotels and Resorts Inc., the world #39;s third-largest hotel group."
